aX,aY,aZ,gX,gY,gZ
-0.216,-0.620,1.294,-21.301,23.315,7.812
-0.275,-0.508,1.249,-34.973,0.244,-2.380
-0.317,-0.439,1.194,-34.668,-11.169,-6.470
-0.359,-0.392,1.133,-24.292,-14.099,-7.202
-0.360,-0.382,1.090,-9.033,-11.047,-4.272
-0.344,-0.401,1.047,6.958,-5.188,-0.427
-0.309,-0.427,1.022,13.916,1.526,1.831
-0.287,-0.426,1.007,11.292,1.770,2.930
-0.273,-0.414,0.993,4.517,-1.587,1.709
-0.277,-0.387,0.957,-0.244,-6.531,-0.671
-0.283,-0.363,0.924,-1.465,-10.803,-2.991
-0.289,-0.345,0.889,-0.183,-13.550,-5.249
-0.301,-0.334,0.855,1.160,-15.015,-6.531
-0.318,-0.326,0.822,2.930,-15.442,-7.263
-0.337,-0.322,0.804,4.150,-14.221,-7.629
-0.358,-0.315,0.804,4.028,-10.437,-7.080
-0.369,-0.307,0.817,4.456,-5.310,-4.700
-0.363,-0.294,0.842,4.578,1.160,-2.686
-0.351,-0.305,0.846,3.662,6.592,-0.305
-0.327,-0.306,0.863,2.258,10.620,1.892
-0.319,-0.310,0.884,-0.244,9.338,3.540
-0.304,-0.320,0.895,-2.075,6.470,3.479
-0.298,-0.322,0.894,-2.808,1.892,2.563
-0.295,-0.323,0.884,-1.892,-2.563,0.305
-0.303,-0.316,0.880,-0.732,-5.493,-1.953
-0.319,-0.316,0.880,0.183,-6.531,-3.174
-0.332,-0.309,0.881,1.343,-5.676,-3.479
-0.343,-0.307,0.884,2.258,-3.174,-2.380
-0.354,-0.305,0.888,2.258,-0.183,-0.183
-0.355,-0.309,0.890,1.953,1.953,3.662
-0.346,-0.319,0.893,0.671,5.005,7.324
-0.321,-0.336,0.898,0.000,6.104,10.132
-0.308,-0.346,0.895,-0.061,4.761,10.681
-0.289,-0.351,0.890,-0.061,2.930,8.728
-0.290,-0.348,0.886,-1.526,-0.671,5.249
-0.299,-0.335,0.882,-2.441,-5.127,1.770
-0.318,-0.326,0.878,-2.441,-7.019,-1.587
-0.335,-0.318,0.874,-2.930,-8.118,-2.319
-0.345,-0.316,0.870,-2.197,-7.202,-2.319
-0.347,-0.318,0.864,-0.854,-7.141,-0.244
-0.346,-0.327,0.865,-1.099,-3.906,0.793
-0.339,-0.337,0.864,-0.488,-2.441,1.770
-0.323,-0.347,0.862,-0.732,-1.892,2.808
-0.310,-0.351,0.856,-2.014,-2.441,2.991
-0.300,-0.344,0.857,-3.052,-3.235,1.892
-0.300,-0.329,0.848,-1.404,-5.432,-0.305
-0.311,-0.319,0.843,-1.404,-5.920,-1.648
-0.320,-0.316,0.833,0.793,-5.615,-3.113
-0.324,-0.317,0.830,1.831,-5.005,-2.808
-0.328,-0.321,0.829,1.648,-3.052,-3.418
-0.333,-0.321,0.835,0.793,-3.174,-2.686
-0.334,-0.320,0.843,-0.916,-1.343,-2.808
-0.334,-0.321,0.854,-1.221,-0.610,-2.502
-0.333,-0.318,0.869,-0.671,0.183,-1.587
-0.327,-0.311,0.888,-1.404,2.319,-1.282
-0.332,-0.309,0.901,-0.488,2.441,-2.136
-0.335,-0.304,0.911,-1.404,2.991,-1.953
-0.332,-0.304,0.916,-0.183,1.831,-2.930
-0.331,-0.304,0.918,-0.244,0.000,-3.052
-0.332,-0.302,0.924,-1.526,-2.380,-1.587
-0.333,-0.305,0.927,-2.380,-2.869,-2.136
-0.334,-0.305,0.923,-0.610,-4.517,-2.380
-0.334,-0.307,0.920,-0.977,-3.906,-2.380
-0.331,-0.309,0.908,1.038,-4.639,-3.235
-0.323,-0.310,0.909,0.549,-5.981,-2.502
-0.326,-0.306,0.908,1.892,-5.676,-3.296
-0.324,-0.306,0.903,3.845,-6.226,-3.479
-0.332,-0.306,0.891,4.700,-5.981,-3.235
-0.334,-0.309,0.887,3.662,-6.348,-2.747
-0.337,-0.311,0.876,2.625,-5.493,-2.869
-0.334,-0.317,0.878,0.854,-5.981,-1.892
-0.333,-0.321,0.883,-0.854,-4.639,-2.075
-0.334,-0.323,0.888,0.549,-5.493,-1.770
-0.332,-0.327,0.886,1.953,-4.089,-2.441
-0.332,-0.325,0.885,3.052,-4.700,-2.441
-0.337,-0.320,0.884,3.113,-4.089,-4.028
-0.347,-0.313,0.887,2.197,-5.371,-4.333
-0.355,-0.305,0.892,-0.427,-4.578,-4.395
-0.361,-0.301,0.897,0.061,-4.395,-4.028

-0.344,-0.267,2.124,-36.743,268.005,90.637
-0.469,-0.302,2.029,-20.081,240.234,86.609
-0.566,-0.334,1.923,-16.479,224.365,87.646
-0.602,-0.371,1.866,-23.743,217.590,91.675
-0.600,-0.403,1.823,-37.048,218.201,94.055
-0.509,-0.403,1.802,-51.880,220.703,92.896
-0.454,-0.389,1.810,-64.758,216.125,85.388
-0.431,-0.361,1.841,-72.327,204.529,73.608
-0.389,-0.276,1.932,-69.214,186.951,60.242
-0.472,-0.336,1.931,-59.570,156.311,43.701
-0.527,-0.104,1.947,-47.424,125.671,41.687
-0.491,-0.261,1.886,4.333,91.797,41.077
-0.521,-0.356,1.712,34.607,63.171,35.583
-0.546,-0.380,1.541,34.790,40.588,31.860
-0.532,-0.396,1.419,24.597,26.062,24.658
-0.517,-0.355,1.347,6.958,16.479,18.127
-0.524,-0.292,1.303,-10.315,13.000,13.977
-0.504,-0.225,1.229,-19.409,14.465,13.428
-0.457,-0.199,1.190,-15.381,14.954,14.221
-0.417,-0.194,1.140,-5.066,11.230,15.381
-0.387,-0.217,1.071,10.437,4.333,14.832
-0.364,-0.238,0.990,22.644,-2.991,12.024
-0.362,-0.236,0.906,26.306,-11.902,9.277
-0.371,-0.223,0.836,24.597,-15.930,4.395
-0.391,-0.198,0.790,20.325,-16.785,1.282
-0.416,-0.169,0.753,17.090,-13.916,-0.305
-0.430,-0.145,0.743,11.963,-8.972,1.221
-0.424,-0.129,0.752,7.568,-3.723,2.747
-0.429,-0.145,0.759,1.221,0.000,5.310
-0.418,-0.114,0.760,-2.197,5.066,6.775
-0.383,-0.137,0.803,0.000,5.493,8.118
-0.380,-0.125,0.821,-0.732,6.165,6.958
-0.382,-0.109,0.822,3.113,4.761,6.470
-0.384,-0.124,0.812,6.653,4.150,6.287
-0.391,-0.139,0.804,9.888,1.770,5.615
-0.399,-0.159,0.798,9.094,1.465,3.296
-0.416,-0.167,0.797,6.775,0.305,0.854
-0.427,-0.169,0.809,2.319,1.343,0.000
-0.433,-0.165,0.834,-1.770,3.296,1.282
-0.431,-0.155,0.860,-2.869,6.775,3.418
-0.423,-0.146,0.884,-3.113,10.681,6.042
-0.413,-0.146,0.907,-2.014,12.817,6.897
-0.400,-0.158,0.926,-2.991,14.160,7.874
-0.394,-0.169,0.937,-3.052,11.414,7.446
-0.391,-0.178,0.937,-3.113,6.958,5.676
-0.393,-0.177,0.929,-2.747,2.502,3.601
-0.403,-0.172,0.920,-0.916,-0.793,1.282
-0.396,-0.161,0.911,1.892,-0.854,0.122
-0.399,-0.165,0.904,6.897,-2.075,-0.305
-0.409,-0.162,0.908,5.493,-0.916,-0.122
-0.412,-0.153,0.907,3.174,0.305,-0.061
-0.411,-0.150,0.915,0.244,0.671,2.502
-0.404,-0.156,0.917,2.075,0.977,3.540
-0.395,-0.168,0.917,3.723,0.793,4.028
-0.390,-0.185,0.911,6.470,-0.671,3.479
-0.386,-0.194,0.896,6.531,-1.282,1.709
-0.388,-0.196,0.879,6.592,-4.456,0.916
-0.382,-0.184,0.875,5.005,-4.211,-1.099
-0.394,-0.171,0.870,6.165,-5.005,-3.967
-0.405,-0.165,0.864,6.836,-5.432,-3.906
-0.414,-0.156,0.865,6.653,-3.296,-4.089
-0.424,-0.151,0.866,6.348,-3.540,-3.052
-0.427,-0.149,0.870,2.869,-1.587,-1.587
-0.422,-0.145,0.870,1.953,-0.854,0.000
-0.414,-0.149,0.875,-0.427,0.305,2.930
-0.402,-0.156,0.873,0.305,1.770,3.845
-0.395,-0.150,0.875,0.183,2.747,5.615
-0.375,-0.168,0.884,2.258,3.601,4.944
-0.367,-0.173,0.893,3.052,0.671,4.089
-0.376,-0.173,0.896,1.221,0.244,1.526
-0.392,-0.163,0.888,2.563,-2.502,-0.549
-0.402,-0.159,0.887,2.747,-1.770,-0.977
-0.410,-0.162,0.880,4.272,-1.831,-0.977
-0.412,-0.161,0.877,2.319,-1.038,0.244
-0.411,-0.157,0.874,1.282,-1.343,1.465
-0.407,-0.153,0.872,-0.732,0.610,2.441
-0.402,-0.147,0.876,1.099,0.732,2.869
-0.397,-0.147,0.887,0.916,2.319,3.357
-0.393,-0.146,0.890,2.258,1.648,2.747
-0.391,-0.148,0.890,1.770,0.793,2.625
-0.395,-0.155,0.891,2.197,-1.221,2.014
-0.399,-0.162,0.885,1.892,-1.404,0.549
-0.402,-0.165,0.885,1.587,-2.625,0.671
-0.405,-0.163,0.884,1.770,-1.587,0.183
-0.405,-0.161,0.889,2.258,-1.160,1.282
-0.401,-0.159,0.888,3.662,0.000,1.770
-0.397,-0.160,0.890,4.272,0.488,3.052
-0.395,-0.162,0.893,4.944,1.526,2.686
-0.394,-0.170,0.893,5.981,0.488,3.906
-0.392,-0.178,0.896,4.456,0.854,4.089
-0.395,-0.184,0.884,3.845,1.038,2.625
-0.393,-0.187,0.880,4.089,-1.404,2.258
-0.395,-0.186,0.876,0.610,-1.709,2.014
-0.395,-0.189,0.873,-0.671,-1.099,0.244
-0.394,-0.190,0.877,-0.427,-1.892,0.366
-0.380,-0.192,0.880,-0.793,-0.610,-0.366
-0.391,-0.187,0.885,-0.610,-1.953,-0.610
-0.392,-0.179,0.893,-2.197,-1.343,-0.549
-0.396,-0.169,0.898,-1.343,-1.160,-1.831
-0.399,-0.165,0.902,0.305,-1.526,-0.793
-0.398,-0.168,0.901,0.916,-0.061,0.183
-0.400,-0.171,0.898,2.808,-0.305,0.732
-0.393,-0.170,0.887,3.845,0.366,0.305
-0.393,-0.171,0.892,4.517,-0.427,0.061
-0.390,-0.164,0.888,5.432,0.305,-1.587
-0.391,-0.153,0.891,5.249,-0.244,-1.831
-0.395,-0.144,0.892,4.761,-0.732,-2.441
-0.395,-0.139,0.894,2.808,-1.160,-2.258
-0.399,-0.136,0.894,2.930,-2.808,-2.136
-0.404,-0.138,0.891,1.587,-2.808,-1.953
-0.407,-0.140,0.891,1.099,-3.113,-1.282
-0.406,-0.141,0.890,1.709,-2.258,-1.404
-0.404,-0.141,0.895,1.282,-2.747,0.183
-0.399,-0.141,0.902,0.916,-0.854,0.854
-0.397,-0.145,0.899,4.578,-0.977,0.793
-0.393,-0.151,0.899,4.456,-2.075,2.380
-0.392,-0.155,0.895,4.578,-1.709,1.648
-0.392,-0.159,0.892,4.761,-3.113,1.831
-0.391,-0.165,0.880,5.005,-2.930,0.305

-0.118,1.083,-1.366,93.811,40.405,109.497
-0.094,1.092,-1.364,72.388,63.110,115.662
-0.095,1.119,-1.288,48.767,89.600,124.146
-0.103,1.080,-1.189,23.804,117.310,135.864
-0.125,1.010,-1.077,1.343,143.860,152.649
-0.117,0.923,-0.974,-18.372,168.274,172.363
-0.057,0.845,-0.871,-36.743,192.810,190.918
-0.003,0.768,-0.764,-53.101,216.980,204.590
0.049,0.700,-0.643,-67.261,239.563,214.417
0.121,0.604,-0.513,-82.031,259.766,221.191
0.163,0.521,-0.364,-100.647,272.583,223.450
0.207,0.467,-0.214,-115.356,277.649,221.985
0.252,0.374,-0.064,-121.948,278.992,215.393
0.255,0.309,0.020,-120.544,278.992,205.200
0.180,0.262,0.087,-112.610,280.762,194.214
0.001,0.204,0.206,-105.774,288.574,192.322
-0.238,0.068,0.373,-101.685,308.960,201.294
-0.278,-0.036,0.560,-98.145,333.740,222.229
-0.251,-0.132,0.804,-100.525,349.854,252.258
-0.190,-0.229,0.977,-105.774,355.286,281.006
-0.034,-0.317,1.003,-100.098,361.206,299.438
0.146,-0.430,1.031,-94.299,350.952,305.420
0.242,-0.501,1.099,-103.699,323.303,291.443
0.141,-0.608,1.254,-121.277,286.865,259.827
-0.066,-0.708,1.419,-136.292,270.569,224.304
-0.153,-0.760,1.588,-133.118,270.325,195.984
-0.225,-0.803,1.757,-120.667,267.700,177.673
-0.267,-0.848,1.876,-100.464,261.353,167.908
-0.286,-0.882,1.910,-76.660,252.869,163.513
-0.283,-0.907,1.868,-58.533,239.624,159.973
-0.252,-0.915,1.788,-50.903,220.642,153.931
-0.218,-0.933,1.723,-55.786,196.228,140.686
-0.201,-0.932,1.690,-69.031,165.222,120.361
-0.220,-0.880,1.661,-85.876,130.371,96.252
-0.280,-0.755,1.713,-97.290,97.412,71.960
-0.429,-0.784,1.593,-101.624,72.754,51.697
-0.479,-0.520,1.633,-103.210,61.584,49.683
-0.401,-0.646,1.570,-57.800,52.917,51.392
-0.410,-0.620,1.535,-24.536,46.570,45.227
-0.383,-0.667,1.460,-5.371,36.560,41.138
-0.372,-0.700,1.405,3.296,26.611,30.884
-0.375,-0.677,1.353,0.366,15.503,22.766
-0.371,-0.654,1.286,-4.822,4.272,15.503
-0.388,-0.588,1.198,-12.512,-7.324,10.986
-0.375,-0.528,1.103,-14.526,-15.930,7.507
-0.356,-0.497,1.012,-12.329,-22.888,3.662
-0.362,-0.481,0.935,-9.888,-27.893,0.305
-0.345,-0.468,0.848,-7.751,-29.358,-2.258
-0.346,-0.390,0.805,-12.207,-25.940,-2.441
-0.347,-0.387,0.796,-9.399,-22.827,-2.136
-0.353,-0.375,0.785,-6.653,-17.395,-2.319
-0.359,-0.357,0.782,-2.258,-13.916,-1.953
-0.364,-0.356,0.764,1.160,-12.390,-1.160
-0.368,-0.357,0.745,2.014,-10.864,-1.770
-0.372,-0.357,0.728,3.174,-11.963,-3.662
-0.374,-0.352,0.716,-0.061,-13.000,-5.249
-0.387,-0.338,0.709,-3.601,-13.306,-8.057
-0.407,-0.312,0.719,-8.789,-12.085,-8.667
-0.423,-0.288,0.742,-10.437,-8.911,-7.385
-0.428,-0.276,0.758,-11.230,-2.686,-4.456
-0.430,-0.273,0.797,-9.583,1.953,-0.427
-0.426,-0.283,0.821,-6.287,6.775,2.808
-0.417,-0.299,0.846,-3.662,9.399,6.104
-0.403,-0.321,0.854,-0.549,9.338,6.897
-0.394,-0.343,0.856,-0.183,6.287,7.080
-0.385,-0.352,0.861,-1.648,5.615,4.333
-0.384,-0.346,0.862,-1.038,1.831,0.977
-0.399,-0.324,0.861,-3.906,0.488,-2.014
-0.412,-0.311,0.856,-2.075,-2.441,-3.662
-0.426,-0.296,0.847,-3.052,-2.258,-3.784
-0.428,-0.288,0.859,-3.296,-2.136,-2.808
-0.432,-0.286,0.869,-4.150,-1.770,-0.244
-0.425,-0.287,0.875,-4.822,0.549,2.441
-0.412,-0.295,0.874,-2.930,2.441,4.761
-0.397,-0.312,0.874,-0.427,1.465,7.385
-0.383,-0.328,0.866,1.099,1.465,6.653
-0.375,-0.329,0.861,3.113,-1.343,4.822
-0.377,-0.325,0.853,2.747,-3.357,1.099
-0.389,-0.321,0.854,2.563,-5.981,-1.404
-0.401,-0.317,0.846,3.662,-7.019,-3.601
-0.412,-0.318,0.843,3.540,-7.629,-4.150
-0.419,-0.323,0.839,3.052,-6.775,-4.272
-0.420,-0.325,0.830,2.747,-5.127,-3.479
-0.422,-0.331,0.841,2.075,-3.540,-2.502
-0.417,-0.336,0.850,1.892,-1.953,-1.160
-0.406,-0.336,0.854,1.953,-0.366,0.000
-0.394,-0.334,0.860,2.014,-0.488,0.244
-0.389,-0.333,0.861,1.160,-2.014,-0.671
-0.391,-0.329,0.859,0.977,-3.845,-2.075
-0.397,-0.330,0.854,1.709,-5.493,-3.235
-0.403,-0.332,0.846,2.808,-6.287,-4.578
-0.404,-0.333,0.840,2.625,-6.226,-4.822
-0.409,-0.335,0.834,2.808,-6.287,-5.371
-0.412,-0.336,0.825,2.136,-5.676,-5.615
-0.415,-0.329,0.824,1.282,-5.371,-5.127
-0.410,-0.315,0.833,0.244,-4.211,-4.822
-0.412,-0.303,0.835,0.610,-2.686,-5.676
-0.416,-0.297,0.840,0.244,-1.770,-5.493
-0.421,-0.293,0.841,1.038,-2.380,-5.005
-0.422,-0.291,0.841,0.854,-2.502,-4.700
-0.423,-0.291,0.846,-0.427,-2.747,-4.211
-0.423,-0.290,0.854,-0.427,-3.784,-3.967
-0.420,-0.283,0.863,0.000,-3.601,-3.723
-0.416,-0.280,0.867,1.404,-3.784,-3.418
-0.422,-0.281,0.865,3.235,-4.089,-3.601
-0.422,-0.281,0.855,4.517,-4.089,-3.601
-0.423,-0.284,0.847,4.089,-4.578,-3.601
-0.427,-0.286,0.845,3.052,-5.493,-3.662
-0.428,-0.283,0.841,1.770,-5.005,-3.601
-0.432,-0.281,0.841,0.183,-4.944,-3.357
-0.433,-0.278,0.839,0.610,-4.517,-2.686
-0.432,-0.272,0.842,0.061,-3.906,-1.282
-0.431,-0.270,0.848,0.916,-3.906,-0.366
-0.437,-0.268,0.852,1.099,-2.625,0.549
-0.440,-0.272,0.855,1.892,-2.136,1.892
-0.437,-0.278,0.853,2.686,-2.136,2.930
-0.432,-0.289,0.849,3.235,-2.502,3.662
-0.427,-0.293,0.845,2.747,-3.357,3.479
-0.424,-0.301,0.840,2.380,-4.089,2.930

